post_id,post_type,platform,category,likes,shares,comments,views,engagement_rate,region,language,festival_relevance,festival_season,relevant_festivals,timestamp,month,day_of_week,ad_spend,age_group,gender
728,video,Instagram,Music,3912,684,487,12508,0.16,Kolkata Urban,Telugu,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-09 20:09:16,August,Friday,712.73,35-44,Male
729,static_image,Facebook,Health,782,86,288,5167,0.01,Coimbatore Urban,Hindi,No,Low,"Christmas, New Year's Eve",2024-12-27 15:37:32,December,Friday,214.34,25-34,Other
730,video,YouTube,Technology,1740,224,167,4411,0.1,Coimbatore Urban,Odia,No,Low,Rath Yatra,2024-06-30 12:45:41,June,Sunday,588.93,55+,Female
731,reel,Instagram,Fashion,2543,613,443,3931,0.13,Bengaluru Urban,Odia,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-05 17:01:25,May,Sunday,4538.76,25-34,Female
732,video,YouTube,Fashion,2470,209,400,3951,0.17,Coimbatore Urban,English,No,Low,Ganesh Chaturthi,2024-09-21 12:58:06,September,Saturday,574.01,18-24,Male
733,carousel,Instagram,Health,2052,588,27,14361,0.04,Rural Maharashtra West,Punjabi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-27 14:29:57,August,Tuesday,1400.48,35-44,Male
734,static_image,YouTube,Movies,2905,48,356,9400,0.13,Chennai Urban,Bhojpuri,No,Low,"Christmas, New Year's Eve",2024-12-04 19:47:50,December,Wednesday,4886.06,18-24,Female
735,static_image,Instagram,Fashion,4795,637,8,3339,0.28,Rural Maharashtra West,Hinglish,No,Medium,"Holi, Maha Shivaratri",2024-03-21 12:32:28,March,Thursday,2304.29,45-54,Male
736,carousel,Instagram,Health,4171,1167,234,13695,0.44,Rural West Bengal,Marathi,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-14 19:49:52,October,Monday,3339.72,35-44,Female
737,static_image,YouTube,Education,1566,1384,496,7063,0.08,Rural Bihar,Kannada,Yes,High,"Diwali, Bhai Dooj",2024-11-12 04:06:45,November,Tuesday,959.36,55+,Male
738,carousel,Facebook,Entertainment,3183,442,10,6906,0.07,Rural UP East,Bengali,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-26 17:26:41,October,Saturday,3091.68,55+,Female
739,video,YouTube,Finance,3385,883,373,3018,0.37,Noida Urban,Punjabi,Yes,High,"Diwali, Bhai Dooj",2024-11-28 03:44:06,November,Thursday,4461.19,25-34,Female
740,carousel,Instagram,Fashion,2397,183,351,2617,0.11,Delhi Urban,Malayalam,No,Low,Rath Yatra,2024-06-04 02:15:02,June,Tuesday,4890.04,45-54,Other
741,reel,Instagram,Social Issues,2823,291,40,11628,0.03,Rural Maharashtra West,Kannada,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-05 04:27:08,August,Monday,901.29,45-54,Male
742,static_image,Instagram,Technology,4075,472,70,2551,0.23,Coimbatore Urban,Gujarati,Yes,Medium,"Baisakhi, Ram Navami",2024-04-12 02:17:08,April,Friday,572.44,25-34,Female
743,carousel,Facebook,Politics,4728,41,388,9287,0.29,Rural Bihar,Hinglish,Yes,Low,"Christmas, New Year's Eve",2024-12-28 01:34:42,December,Saturday,80.53,18-24,Other
744,video,YouTube,Technology,1238,367,82,10750,0.04,Mysuru Urban,Telugu,Yes,Medium,"Holi, Maha Shivaratri",2024-03-03 13:01:06,March,Sunday,283.53,35-44,Female
745,video,YouTube,Social Issues,4979,428,122,2784,0.24,Gurgaon Urban,Punjabi,No,Low,Rath Yatra,2024-06-12 14:37:23,June,Wednesday,2261.87,18-24,Female
746,reel,Facebook,Sports,2339,984,192,5230,0.25,Gurgaon Urban,Hinglish,No,Low,Ganesh Chaturthi,2024-09-12 15:04:00,September,Thursday,2444.18,35-44,Female
747,static_image,Facebook,Health,5470,991,562,7665,0.17,Rural UP West,Hindi,No,Medium,"Lohri, Pongal, Republic Day",2024-01-16 12:29:57,January,Tuesday,3320.28,35-44,Other
748,reel,Facebook,Food,4083,78,414,9041,0.05,Rural Karnataka North,Telugu,No,Low,Rath Yatra,2024-06-21 20:28:42,June,Friday,599.74,45-54,Other
749,static_image,YouTube,Food,5499,1015,151,9872,0.36,Rural Karnataka North,English,No,Medium,"Lohri, Pongal, Republic Day",2024-01-04 12:02:39,January,Thursday,97.91,45-54,Female
750,carousel,Facebook,Gaming,4693,198,45,12262,0.23,Delhi NCR Urban,Hindi,Yes,High,"Diwali, Bhai Dooj",2024-11-14 17:57:48,November,Thursday,934.87,35-44,Female
751,carousel,Facebook,Politics,1126,513,74,7225,0.25,Pune Urban,Punjabi,No,Medium,"Lohri, Pongal, Republic Day",2024-01-15 11:04:00,January,Monday,1471.33,35-44,Other
752,video,Facebook,Education,415,157,356,397,0.29,Pune Urban,Kannada,No,Low,Vasant Panchami,2024-02-23 23:43:21,February,Friday,2833.38,25-34,Other
753,video,Facebook,Gaming,2947,472,73,2108,0.05,Rural UP East,Gujarati,Yes,Low,Eid al-Adha,2024-07-24 23:28:33,July,Wednesday,1567.99,55+,Female
754,static_image,Facebook,Technology,411,526,489,3386,0.06,Kolkata Urban,Urdu,No,Low,Ganesh Chaturthi,2024-09-10 17:09:13,September,Tuesday,2110.63,35-44,Male
755,video,Facebook,Movies,861,415,112,5910,0.22,Rural Rajasthan,Odia,Yes,Low,Vasant Panchami,2024-02-19 06:51:07,February,Monday,2517.47,55+,Female
756,video,YouTube,Education,2765,841,360,8828,0.12,Pune Urban,Telugu,No,Low,"Christmas, New Year's Eve",2024-12-18 15:41:03,December,Wednesday,3033.53,35-44,Other
757,reel,Instagram,Social Issues,5346,151,501,9804,0.2,Rural Karnataka North,Telugu,No,Medium,"Lohri, Pongal, Republic Day",2024-01-25 17:14:01,January,Thursday,4744.21,35-44,Female
758,reel,Instagram,Politics,1026,126,117,5874,0.16,Kolkata Urban,Bhojpuri,No,Medium,"Holi, Maha Shivaratri",2024-03-13 00:16:44,March,Wednesday,1390.78,25-34,Other
759,static_image,Facebook,Politics,4043,836,172,614,0.07,Rural Maharashtra East,Gujarati,No,Low,Vasant Panchami,2024-02-20 03:25:54,February,Tuesday,3912.88,35-44,Female
760,reel,Facebook,Sports,2856,258,78,5320,0.04,Rural Punjab,Urdu,No,Medium,"Baisakhi, Ram Navami",2024-04-17 22:02:47,April,Wednesday,261.03,45-54,Female
761,video,YouTube,Sports,2498,427,92,6796,0.13,Rural Gujarat,Tamil,No,Low,Ganesh Chaturthi,2024-09-27 03:37:44,September,Friday,1459.11,18-24,Other
762,carousel,Facebook,Fashion,2820,163,265,6188,0.17,Rural UP East,Marathi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-21 18:43:31,May,Tuesday,2024.47,18-24,Female
763,static_image,Facebook,Entertainment,1250,438,322,7481,0.04,Rural Karnataka South,Tamil,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-09 12:05:17,May,Thursday,4549.27,55+,Male
764,video,Instagram,Technology,2447,369,182,7204,0.21,Coimbatore Urban,Bhojpuri,No,Low,Eid al-Adha,2024-07-04 14:58:21,July,Thursday,3072.03,35-44,Male
765,static_image,YouTube,Food,4111,422,479,125,0.15,Rural West Bengal,Bengali,No,Low,Rath Yatra,2024-06-25 08:43:36,June,Tuesday,2844.2,18-24,Male
766,reel,Facebook,Fashion,4557,977,310,7769,0.24,Chennai Suburban,Gujarati,No,Low,Eid al-Adha,2024-07-11 10:30:45,July,Thursday,101.9,18-24,Other
767,static_image,Facebook,Sports,215,169,415,6254,0.2,Mumbai Suburban,Kannada,Yes,Low,Eid al-Adha,2024-07-25 12:08:22,July,Thursday,942.79,35-44,Male
768,reel,Facebook,Finance,1076,653,401,7370,0.2,Coimbatore Urban,Bhojpuri,No,Low,Eid al-Adha,2024-07-27 00:40:50,July,Saturday,839.23,25-34,Other
769,video,Facebook,Technology,3411,483,95,8438,0.26,Rural Bihar,Bengali,Yes,Low,Ganesh Chaturthi,2024-09-25 10:44:40,September,Wednesday,2227.26,18-24,Other
770,carousel,Instagram,Sports,1424,288,402,5224,0.19,Mysuru Urban,Gujarati,No,Medium,"Lohri, Pongal, Republic Day",2024-01-25 08:51:03,January,Thursday,590.63,18-24,Female
771,carousel,Facebook,Politics,915,857,278,2626,0.08,Rural Tamil Nadu North,Telugu,Yes,Low,Rath Yatra,2024-06-27 08:26:21,June,Thursday,2178.51,45-54,Male
772,static_image,Instagram,Sports,3153,573,231,3168,0.11,Delhi NCR Urban,Urdu,No,Low,Eid al-Adha,2024-07-16 00:32:19,July,Tuesday,4822.36,55+,Female
773,reel,Instagram,Sports,2759,484,438,7581,0.29,Rural Gujarat,Punjabi,No,Low,Rath Yatra,2024-06-28 01:48:04,June,Friday,1664.59,45-54,Other
774,static_image,YouTube,Entertainment,1450,210,96,3953,0.18,Delhi NCR Urban,Tamil,Yes,Low,Eid al-Adha,2024-07-17 04:41:36,July,Wednesday,3284.17,55+,Other
775,static_image,YouTube,Travel,1439,742,162,959,0.11,Rural NCR,English,No,Low,"Christmas, New Year's Eve",2024-12-27 05:57:54,December,Friday,3191.69,55+,Female
776,static_image,YouTube,Health,676,522,562,8748,0.4,Rural NCR,Marathi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-19 20:35:37,August,Monday,3758.64,18-24,Male
777,static_image,YouTube,Sports,2325,976,700,14721,0.36,Mysuru Urban,English,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-01 02:25:24,October,Tuesday,3850.09,35-44,Male
778,carousel,Facebook,Fashion,906,445,597,9181,0.04,Chennai Urban,Bhojpuri,No,Medium,"Holi, Maha Shivaratri",2024-03-08 01:25:28,March,Friday,1077.33,25-34,Male
779,reel,Instagram,Finance,3502,665,426,4526,0.19,Mumbai Suburban,Hindi,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-24 16:12:36,May,Friday,1313.74,25-34,Other
780,video,Facebook,Fashion,3332,528,170,6966,0.3,Mysuru Urban,Marathi,No,Low,Ganesh Chaturthi,2024-09-20 19:53:27,September,Friday,3431.93,35-44,Male
781,reel,Facebook,Politics,1143,302,477,8790,0.12,Coimbatore Urban,Odia,No,Medium,"Lohri, Pongal, Republic Day",2024-01-07 14:15:49,January,Sunday,876.91,18-24,Other
782,carousel,Facebook,Education,2691,124,12,957,0.37,Rural Maharashtra West,Odia,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-04 10:58:59,October,Friday,279.07,45-54,Male
783,video,YouTube,Sports,3653,975,486,9569,0.27,Rural Tamil Nadu South,Odia,No,Low,Rath Yatra,2024-06-10 00:44:40,June,Monday,2565.46,25-34,Female
784,video,YouTube,Entertainment,1942,697,214,3231,0.22,Bengaluru Suburban,Hindi,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-19 02:47:54,May,Sunday,1904.31,35-44,Female
785,video,Facebook,Social Issues,3447,917,276,7978,0.09,Rural Bihar,Marathi,No,Low,Ganesh Chaturthi,2024-09-06 14:37:49,September,Friday,3492.3,25-34,Female
786,carousel,Facebook,Social Issues,1037,584,65,826,0.13,Rural Bihar,English,Yes,Low,Ganesh Chaturthi,2024-09-16 07:53:52,September,Monday,3580.67,55+,Other
787,static_image,YouTube,Politics,66,694,193,5672,0.16,Noida Urban,Urdu,Yes,Medium,"Lohri, Pongal, Republic Day",2024-01-25 20:11:43,January,Thursday,1957.37,45-54,Other
788,video,Facebook,Food,3453,788,266,1839,0.12,Rural Rajasthan,Odia,No,Low,Eid al-Adha,2024-07-10 14:30:12,July,Wednesday,292.49,25-34,Female
789,reel,Facebook,Politics,4986,15,210,14929,0.44,Rural Tamil Nadu North,Tamil,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-06 03:14:48,October,Sunday,3205.91,25-34,Female
790,static_image,Facebook,Gaming,1338,1342,391,8827,0.21,Rural Karnataka North,Bhojpuri,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-17 05:08:33,October,Thursday,4425.23,45-54,Other
791,video,YouTube,Entertainment,3116,532,295,8359,0.17,Rural Maharashtra East,Urdu,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-26 06:41:44,May,Sunday,4723.48,55+,Female
792,static_image,YouTube,Entertainment,3982,363,156,9715,0.15,Rural Tamil Nadu North,Telugu,No,Medium,"Lohri, Pongal, Republic Day",2024-01-15 08:46:45,January,Monday,815.62,18-24,Female
793,static_image,YouTube,Politics,901,724,300,4957,0.19,Rural Maharashtra West,Bengali,Yes,High,"Diwali, Bhai Dooj",2024-11-22 03:24:38,November,Friday,4020.68,45-54,Male
794,carousel,Instagram,Travel,2175,114,294,2203,0.15,Pune Urban,English,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-02 12:07:43,October,Wednesday,3836.49,55+,Female
795,carousel,Facebook,Education,4630,59,500,8910,0.21,Rural Tamil Nadu North,Gujarati,No,Low,Eid al-Adha,2024-07-29 00:22:33,July,Monday,345.78,45-54,Other
796,carousel,Instagram,Movies,3987,728,209,6584,0.2,Delhi Urban,Gujarati,No,Low,Ganesh Chaturthi,2024-09-18 06:23:53,September,Wednesday,4592.83,55+,Male
797,video,YouTube,Sports,4587,667,86,3606,0.1,Rural Punjab,Malayalam,No,Low,Rath Yatra,2024-06-22 05:42:03,June,Saturday,2295.4,25-34,Male
798,static_image,YouTube,Fashion,7468,1087,366,6555,0.45,Rural Karnataka North,Odia,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-10 20:11:42,October,Thursday,629.09,35-44,Other
799,video,Instagram,Technology,288,387,406,4728,0.07,Mumbai Suburban,Odia,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-13 01:18:32,May,Monday,3692.8,55+,Female
800,video,Instagram,Social Issues,3711,942,437,2042,0.23,Pune Urban,Hindi,No,Low,Eid al-Adha,2024-07-05 11:23:26,July,Friday,1652.95,35-44,Male
801,static_image,YouTube,Entertainment,2687,194,222,219,0.21,Rural Maharashtra West,Bengali,No,Low,Vasant Panchami,2024-02-29 00:28:54,February,Thursday,2333.14,45-54,Female
802,video,YouTube,Movies,2395,519,264,6490,0.03,Rural Punjab,Malayalam,No,Low,Vasant Panchami,2024-02-04 10:01:18,February,Sunday,66.68,55+,Female
803,static_image,Facebook,Gaming,2519,570,361,952,0.09,Rural UP West,Hindi,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-26 16:11:55,May,Sunday,3832.43,18-24,Male
804,video,YouTube,Technology,1406,905,270,5116,0.17,Delhi Urban,Hinglish,No,Low,Eid al-Adha,2024-07-01 08:53:12,July,Monday,4510.35,45-54,Male
805,carousel,Facebook,Technology,577,334,120,7419,0.28,Rural Rajasthan,Bhojpuri,No,Low,Vasant Panchami,2024-02-14 01:52:59,February,Wednesday,217.76,25-34,Female
806,static_image,Facebook,Politics,2725,634,229,3990,0.15,Rural Maharashtra North,Odia,No,Low,Vasant Panchami,2024-02-01 18:02:57,February,Thursday,4551.55,55+,Other
807,reel,Instagram,Entertainment,75,769,316,1408,0.22,Rural Tamil Nadu South,Hindi,Yes,High,"Diwali, Bhai Dooj",2024-11-03 06:51:42,November,Sunday,4035.84,25-34,Male
808,reel,Facebook,Sports,1320,958,343,2233,0.02,Kolkata Urban,Odia,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-20 20:10:01,May,Monday,3742.6,45-54,Other
809,static_image,YouTube,Health,1195,193,138,6780,0.29,Chennai Urban,Punjabi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-15 04:45:44,August,Thursday,872.39,45-54,Male
810,static_image,YouTube,Entertainment,2124,117,748,13806,0.15,Rural Maharashtra North,Punjabi,Yes,High,"Diwali, Bhai Dooj",2024-11-04 19:30:02,November,Monday,1483.11,25-34,Other
811,static_image,YouTube,Entertainment,1361,634,79,4054,0.09,Rural Tamil Nadu South,Punjabi,No,Low,Vasant Panchami,2024-02-24 10:17:32,February,Saturday,3813.4,25-34,Female
812,reel,Facebook,Fashion,4627,868,233,6387,0.13,Mumbai Urban,Bengali,Yes,Low,Ganesh Chaturthi,2024-09-18 00:02:58,September,Wednesday,1474.11,25-34,Male
813,static_image,Instagram,Health,4728,807,156,3636,0.11,Rural Karnataka South,Urdu,Yes,Medium,"Holi, Maha Shivaratri",2024-03-18 05:33:16,March,Monday,1336.3,45-54,Other
814,static_image,Facebook,Health,6042,661,360,13366,0.21,Rural Maharashtra North,Kannada,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-31 21:31:08,August,Saturday,598.69,45-54,Female
815,carousel,Facebook,Social Issues,5013,295,592,5037,0.2,Mysuru Urban,Telugu,Yes,Medium,"Holi, Maha Shivaratri",2024-03-01 22:57:21,March,Friday,2393.88,35-44,Male
816,video,YouTube,Food,4429,817,105,4751,0.08,Gurgaon Urban,English,No,Low,"Christmas, New Year's Eve",2024-12-10 11:42:46,December,Tuesday,2662.42,18-24,Other
817,reel,Instagram,Technology,1328,1179,327,10119,0.32,Rural Tamil Nadu North,Bengali,No,Medium,"Lohri, Pongal, Republic Day",2024-01-20 15:26:35,January,Saturday,4593.38,45-54,Female
818,static_image,Facebook,Food,832,950,129,340,0.21,Rural Karnataka North,English,No,Low,Ganesh Chaturthi,2024-09-22 14:51:42,September,Sunday,4785.77,55+,Male
819,carousel,Facebook,Gaming,298,868,228,6914,0.34,Mumbai Suburban,Malayalam,No,Medium,"Baisakhi, Ram Navami",2024-04-06 00:07:19,April,Saturday,3868.62,45-54,Other
820,static_image,Instagram,Entertainment,3693,654,198,3363,0.23,Rural Rajasthan,English,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-07 18:25:45,May,Tuesday,4968.14,18-24,Female
821,carousel,Facebook,Finance,4147,34,244,4611,0.26,Mumbai Urban,Odia,No,Low,Eid al-Adha,2024-07-13 17:51:18,July,Saturday,1005.93,18-24,Male
822,reel,Instagram,Social Issues,4725,648,498,3957,0.23,Rural Maharashtra West,Malayalam,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-03 18:02:04,October,Thursday,940.12,18-24,Female
823,carousel,Instagram,Sports,744,715,554,864,0.06,Chennai Suburban,Odia,Yes,Medium,"Lohri, Pongal, Republic Day",2024-01-25 23:47:37,January,Thursday,4129.93,55+,Other
824,video,YouTube,Music,1927,764,160,850,0.23,Rural NCR,Hindi,Yes,Medium,"Holi, Maha Shivaratri",2024-03-02 06:03:44,March,Saturday,4426.36,18-24,Male
825,carousel,Facebook,Technology,832,820,415,5832,0.06,Chennai Suburban,Marathi,No,Low,Ganesh Chaturthi,2024-09-16 03:07:18,September,Monday,148.29,55+,Other
826,carousel,Instagram,Travel,5730,322,471,1585,0.2,Delhi NCR Urban,Kannada,No,Medium,"Baisakhi, Ram Navami",2024-04-24 04:05:20,April,Wednesday,4652.96,35-44,Male
827,video,Instagram,Finance,1058,705,373,7627,0.02,Kolkata Urban,Telugu,No,Medium,"Holi, Maha Shivaratri",2024-03-15 22:02:13,March,Friday,3250.38,45-54,Other
828,static_image,Instagram,Sports,4944,1137,223,9882,0.15,Rural Tamil Nadu North,Telugu,No,Medium,"Holi, Maha Shivaratri",2024-03-06 13:01:41,March,Wednesday,2577.5,35-44,Other
829,video,Instagram,Technology,3265,231,603,8013,0.43,Rural West Bengal,English,Yes,High,"Diwali, Bhai Dooj",2024-11-23 12:36:52,November,Saturday,2695.85,35-44,Male
830,video,YouTube,Music,3343,464,592,5833,0.2,Delhi NCR Urban,Telugu,No,Medium,"Holi, Maha Shivaratri",2024-03-13 16:12:35,March,Wednesday,398.42,35-44,Male
831,video,YouTube,Fashion,4132,78,258,8814,0.27,Rural Gujarat,Hindi,No,Low,Eid al-Adha,2024-07-09 09:36:08,July,Tuesday,1727.57,18-24,Male
832,video,YouTube,Entertainment,1090,526,408,6255,0.27,Rural Maharashtra West,Punjabi,Yes,Low,Eid al-Adha,2024-07-01 20:13:57,July,Monday,1226.28,45-54,Female
833,video,Facebook,Health,4488,363,121,1474,0.19,Rural Bihar,Bengali,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-02 00:43:21,May,Thursday,2847.41,55+,Other
834,static_image,YouTube,Health,4480,394,436,8508,0.06,Gurgaon Urban,Gujarati,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-03 18:55:06,August,Saturday,4352.86,55+,Other
835,static_image,YouTube,Health,1145,146,121,778,0.11,Mysuru Urban,Urdu,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-19 14:54:38,May,Sunday,241.67,35-44,Female
836,static_image,Instagram,Music,1418,931,349,632,0.14,Bengaluru Urban,Kannada,Yes,Low,Ganesh Chaturthi,2024-09-02 14:32:17,September,Monday,2399.72,25-34,Female
837,carousel,Instagram,Sports,2481,340,356,421,0.06,Chennai Urban,Odia,No,Medium,"Lohri, Pongal, Republic Day",2024-01-09 21:00:46,January,Tuesday,4349.58,25-34,Male
838,static_image,YouTube,Education,2591,635,303,6277,0.05,Rural Gujarat,Telugu,No,Low,"Christmas, New Year's Eve",2024-12-17 14:05:56,December,Tuesday,322.68,55+,Female
839,video,Facebook,Finance,4711,495,246,1952,0.31,Rural UP East,Urdu,No,Medium,"Baisakhi, Ram Navami",2024-04-24 17:07:59,April,Wednesday,4699.73,55+,Male
840,video,YouTube,Movies,3943,463,355,9937,0.25,Rural Tamil Nadu North,Tamil,No,Low,Eid al-Adha,2024-07-22 23:31:24,July,Monday,4353.48,18-24,Male
841,static_image,Instagram,Movies,984,207,16,1488,0.1,Rural UP East,Marathi,No,Low,Vasant Panchami,2024-02-05 20:56:22,February,Monday,1239.92,25-34,Male
842,static_image,YouTube,Music,3328,593,150,1185,0.04,Gurgaon Urban,Odia,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-16 17:53:10,May,Thursday,2935.34,25-34,Female
843,static_image,Facebook,Fashion,1062,927,172,7669,0.24,Rural NCR,Marathi,No,Medium,"Holi, Maha Shivaratri",2024-03-24 22:35:50,March,Sunday,4911.56,18-24,Other
844,video,Facebook,Gaming,4218,23,461,4318,0.18,Noida Urban,Bhojpuri,No,Low,Vasant Panchami,2024-02-20 02:18:02,February,Tuesday,3149.87,45-54,Other
845,video,YouTube,Food,6382,765,745,12363,0.12,Rural Bihar,Malayalam,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-22 20:31:16,August,Thursday,4742.09,18-24,Other
846,video,Facebook,Food,1119,768,14,2439,0.15,Chennai Urban,Odia,No,Medium,"Lohri, Pongal, Republic Day",2024-01-27 01:29:04,January,Saturday,3329.3,25-34,Male
847,static_image,YouTube,Travel,4822,744,366,4572,0.09,Rural Tamil Nadu South,Hinglish,No,Low,Ganesh Chaturthi,2024-09-02 13:37:32,September,Monday,1776.04,18-24,Male
848,carousel,Instagram,Travel,3778,171,500,4038,0.06,Mumbai Suburban,Telugu,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-21 17:38:04,May,Tuesday,4271.43,55+,Female
849,carousel,Facebook,Health,2304,531,482,2044,0.04,Rural Punjab,Odia,No,Low,"Christmas, New Year's Eve",2024-12-14 04:00:17,December,Saturday,3813.58,55+,Other
850,carousel,Facebook,Finance,5308,195,16,9625,0.29,Chennai Suburban,English,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-03 11:39:32,August,Saturday,529.21,55+,Female
851,reel,Instagram,Politics,524,315,348,915,0.01,Delhi Urban,Malayalam,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-13 09:56:02,May,Monday,1561.0,25-34,Male
852,static_image,Facebook,Social Issues,3576,286,288,9133,0.25,Rural Maharashtra West,Marathi,No,Low,Vasant Panchami,2024-02-14 14:07:21,February,Wednesday,2334.48,35-44,Other
853,carousel,Facebook,Health,5674,20,116,2553,0.3,Rural Tamil Nadu North,Hinglish,No,Medium,"Baisakhi, Ram Navami",2024-04-02 16:15:23,April,Tuesday,4738.65,25-34,Male
854,carousel,Facebook,Music,3331,593,382,2728,0.21,Bengaluru Suburban,Marathi,No,Low,Ganesh Chaturthi,2024-09-18 13:26:39,September,Wednesday,1809.5,25-34,Female
855,video,YouTube,Movies,820,321,714,12769,0.31,Rural Gujarat,Bhojpuri,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-04 21:07:48,August,Sunday,2092.74,35-44,Other
856,video,Facebook,Fashion,6154,435,535,13884,0.02,Mysuru Urban,English,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-21 16:55:16,August,Wednesday,2312.42,45-54,Female
857,static_image,YouTube,Social Issues,1192,433,117,6440,0.17,Gurgaon Urban,Bengali,No,Medium,"Holi, Maha Shivaratri",2024-03-19 18:23:51,March,Tuesday,2104.98,25-34,Other
858,reel,Facebook,Food,4600,1078,748,12331,0.13,Bengaluru Urban,Tamil,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-28 23:52:54,August,Wednesday,359.72,18-24,Male
859,static_image,Instagram,Social Issues,3780,867,82,14388,0.08,Rural Karnataka South,Odia,Yes,High,"Diwali, Bhai Dooj",2024-11-27 00:40:56,November,Wednesday,1371.55,55+,Female
860,carousel,Facebook,Health,1613,616,314,3789,0.09,Delhi NCR Urban,Tamil,Yes,Low,"Buddha Purnima, Eid al-Fitr",2024-05-17 05:08:04,May,Friday,2372.83,25-34,Female
861,video,YouTube,Education,84,806,295,5540,0.13,Bengaluru Suburban,Malayalam,No,Low,"Christmas, New Year's Eve",2024-12-18 03:52:25,December,Wednesday,3078.38,18-24,Other
862,static_image,YouTube,Music,3859,1074,325,7950,0.4,Rural NCR,English,Yes,High,"Navratri, Durga Puja, Dussehra",2024-10-04 07:52:50,October,Friday,2885.08,45-54,Male
863,video,YouTube,Health,1858,606,117,5062,0.14,Pune Urban,Hinglish,No,Low,"Christmas, New Year's Eve",2024-12-18 05:10:29,December,Wednesday,4952.11,18-24,Other
864,static_image,Instagram,Health,631,141,77,5698,0.24,Rural NCR,Hindi,Yes,Low,"Christmas, New Year's Eve",2024-12-02 09:32:54,December,Monday,4098.46,18-24,Other
865,video,YouTube,Health,2590,602,214,1121,0.28,Rural NCR,Bengali,No,Low,Ganesh Chaturthi,2024-09-16 10:41:49,September,Monday,773.9,55+,Male
866,carousel,Instagram,Technology,1163,303,354,4033,0.19,Rural Maharashtra West,Tamil,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-05 09:25:51,May,Sunday,1099.46,55+,Female
867,reel,Instagram,Education,6927,1356,279,6465,0.11,Hyderabad Urban,English,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-22 03:09:05,August,Thursday,252.81,35-44,Other
868,video,Instagram,Health,1068,950,290,7022,0.19,Bengaluru Suburban,Telugu,No,Low,Rath Yatra,2024-06-28 19:48:29,June,Friday,4133.23,35-44,Other
869,video,Facebook,Food,4666,516,112,7260,0.04,Bengaluru Suburban,Malayalam,No,Low,Ganesh Chaturthi,2024-09-05 09:07:39,September,Thursday,942.45,18-24,Female
870,video,YouTube,Fashion,3916,588,78,8715,0.24,Rural Punjab,Hindi,Yes,High,"Independence Day, Raksha Bandhan, Janmashtami, Onam",2024-08-19 04:51:25,August,Monday,2997.76,45-54,Male
871,video,YouTube,Travel,365,998,296,9788,0.12,Hyderabad Urban,Hindi,No,Low,Vasant Panchami,2024-02-10 07:50:03,February,Saturday,573.31,25-34,Female
872,reel,Instagram,Finance,3227,701,280,2413,0.24,Bengaluru Urban,Tamil,No,Low,"Buddha Purnima, Eid al-Fitr",2024-05-11 12:27:13,May,Saturday,3923.42,55+,Female
873,static_image,YouTube,Technology,73,77,347,4780,0.05,Rural UP East,Hindi,No,Low,Vasant Panchami,2024-02-20 13:40:22,February,Tuesday,1874.77,35-44,Male
