post_type,timestamp,likes,comments,shares,state
carousel,2024-12-28 15:00:24.732488,1131,156,41,Haryana
carousel,2024-12-28 15:00:24.733870,935,155,63,Karnataka
carousel,2024-12-28 15:00:24.742454,872,88,40,Madhya Pradesh
reel,2024-12-28 15:00:24.742937,970,152,118,Tripura
carousel,2024-12-28 15:34:24.721684,849,104,53,Kerala
carousel,2024-12-28 16:03:24.740636,355,47,25,Arunachal Pradesh
reel,2024-12-28 16:18:24.703434,1216,170,98,West Bengal
carousel,2024-12-28 17:04:24.722521,830,169,47,Telangana
carousel,2024-12-28 17:24:24.695326,432,112,50,Maharashtra
reel,2024-12-28 19:47:24.693707,1677,228,87,Bihar
static_image,2024-12-28 20:30:24.691075,836,107,7,Tamil Nadu
static_image,2024-12-28 20:30:24.692491,736,71,48,Nagaland
static_image,2024-12-28 20:30:24.697714,815,125,65,Gujarat
static_image,2024-12-28 20:30:24.701860,845,93,77,Telangana
reel,2024-12-28 20:30:24.703994,851,165,115,Tamil Nadu
reel,2024-12-28 20:30:24.717646,1331,106,107,Gujarat
carousel,2024-12-28 20:30:24.721112,1504,131,58,Rajasthan
reel,2024-12-28 20:30:24.726822,1721,104,73,Karnataka
reel,2024-12-28 20:30:24.734787,2447,209,97,Delhi
reel,2024-12-28 22:56:24.698781,1255,183,70,Tamil Nadu
static_image,2024-12-28 22:59:24.697129,751,71,54,Manipur
carousel,2024-12-29 00:18:24.713914,459,46,41,Chhattisgarh
static_image,2024-12-29 00:49:24.694423,535,47,22,Karnataka
static_image,2024-12-29 00:53:24.695623,622,75,38,Tamil Nadu
reel,2024-12-29 01:25:24.689784,922,194,96,Punjab
carousel,2024-12-29 02:00:24.688580,471,70,33,Rajasthan
static_image,2024-12-29 02:00:24.691458,775,35,28,Maharashtra
reel,2024-12-29 02:00:24.693803,1563,129,59,Telangana
reel,2024-12-29 02:00:24.699767,751,169,99,West Bengal
carousel,2024-12-29 02:00:24.699833,866,62,41,Kerala
static_image,2024-12-29 02:00:24.700393,714,68,18,Maharashtra
carousel,2024-12-29 02:00:24.701282,1038,104,54,Telangana
static_image,2024-12-29 02:00:24.702415,554,56,23,Andhra Pradesh
reel,2024-12-29 02:00:24.708774,1112,80,38,West Bengal
carousel,2024-12-29 02:00:24.715352,891,116,49,West Bengal
reel,2024-12-29 02:00:24.718514,1600,208,106,Karnataka
carousel,2024-12-29 02:00:24.720463,567,57,25,Gujarat
carousel,2024-12-29 02:00:24.720913,1261,31,49,Delhi
carousel,2024-12-29 02:00:24.721906,763,63,49,Delhi
static_image,2024-12-29 02:00:24.722038,553,50,17,Telangana
carousel,2024-12-29 02:00:24.724170,447,111,30,Karnataka
carousel,2024-12-29 02:00:24.734138,563,49,42,Tamil Nadu
static_image,2024-12-29 02:00:24.738165,593,72,14,Kerala
reel,2024-12-29 05:07:24.688208,1022,140,80,Himachal Pradesh
reel,2024-12-29 07:25:24.690203,1169,65,89,Delhi
reel,2024-12-29 09:36:24.743071,935,90,108,Jammu and Kashmir
carousel,2024-12-29 10:44:24.686010,673,70,42,Uttar Pradesh
carousel,2024-12-29 10:48:24.703796,810,84,38,Gujarat
carousel,2024-12-29 14:58:24.694890,829,164,34,Delhi
carousel,2024-12-29 15:54:24.737213,909,88,69,Odisha
carousel,2024-12-29 16:00:24.686473,461,37,4,West Bengal
reel,2024-12-29 16:00:24.694816,1089,158,38,Maharashtra
reel,2024-12-29 16:00:24.694999,1008,152,94,Punjab
carousel,2024-12-29 16:00:24.698161,666,48,52,Karnataka
static_image,2024-12-29 16:00:24.698540,797,69,27,Telangana
static_image,2024-12-29 16:00:24.712142,698,83,23,Tamil Nadu
carousel,2024-12-29 16:00:24.712485,723,58,32,Madhya Pradesh
carousel,2024-12-29 16:00:24.717712,563,59,42,Nagaland
carousel,2024-12-29 16:00:24.720049,634,112,46,Uttar Pradesh
static_image,2024-12-29 16:00:24.721267,1098,65,51,Tamil Nadu
reel,2024-12-29 16:00:24.721553,1945,101,106,Maharashtra
static_image,2024-12-29 16:00:24.722732,548,68,49,Assam
reel,2024-12-29 16:00:24.723617,1742,143,29,Punjab
carousel,2024-12-29 16:00:24.723906,417,59,21,Madhya Pradesh
carousel,2024-12-29 16:00:24.727685,619,75,26,Tripura
static_image,2024-12-29 16:00:24.727999,577,65,49,Jharkhand
carousel,2024-12-29 16:00:24.742630,889,102,48,Kerala
carousel,2024-12-29 16:51:24.690247,549,69,41,Punjab
static_image,2024-12-29 16:58:24.710687,657,18,33,Gujarat
reel,2024-12-29 17:30:24.687550,1534,230,94,Delhi
carousel,2024-12-29 17:30:24.689450,797,96,44,Madhya Pradesh
carousel,2024-12-29 17:30:24.692903,1174,94,23,Telangana
reel,2024-12-29 17:30:24.693022,775,124,24,Madhya Pradesh
carousel,2024-12-29 17:30:24.707962,937,96,38,Uttar Pradesh
carousel,2024-12-29 17:30:24.710482,1531,160,64,Kerala
reel,2024-12-29 17:30:24.710709,658,127,43,Himachal Pradesh
carousel,2024-12-29 17:30:24.712990,1141,113,63,Maharashtra
reel,2024-12-29 17:30:24.716334,1502,204,154,Karnataka
reel,2024-12-29 17:30:24.729380,1392,216,35,West Bengal
static_image,2024-12-29 17:30:24.731877,684,47,49,Tamil Nadu
reel,2024-12-29 17:30:24.733892,1383,152,103,Tamil Nadu
static_image,2024-12-29 17:30:24.734699,623,85,27,Jammu and Kashmir
reel,2024-12-29 17:30:24.740129,991,164,49,Kerala
reel,2024-12-29 17:30:24.743646,1615,237,160,Karnataka
reel,2024-12-29 17:41:24.718279,1622,166,93,Uttar Pradesh
static_image,2024-12-29 19:00:24.688466,1828,177,48,Delhi
static_image,2024-12-29 19:00:24.690719,779,74,30,Bihar
static_image,2024-12-29 19:00:24.693426,517,79,38,Assam
carousel,2024-12-29 19:00:24.694349,793,39,31,West Bengal
carousel,2024-12-29 19:00:24.697529,1024,97,33,Madhya Pradesh
reel,2024-12-29 19:00:24.706836,968,68,91,Arunachal Pradesh
static_image,2024-12-29 19:00:24.711777,639,94,48,Jammu and Kashmir
carousel,2024-12-29 19:00:24.713892,878,64,22,Assam
reel,2024-12-29 19:00:24.716598,1649,256,73,Gujarat
static_image,2024-12-29 19:00:24.720071,869,55,35,Karnataka
static_image,2024-12-29 19:00:24.723825,788,158,13,Rajasthan
reel,2024-12-29 19:00:24.724729,1442,161,70,Bihar
reel,2024-12-29 19:00:24.726224,1478,147,197,Gujarat
static_image,2024-12-29 19:00:24.727528,481,64,47,Uttar Pradesh
reel,2024-12-29 19:00:24.727774,1415,73,38,Goa
static_image,2024-12-29 19:00:24.732126,960,57,51,Tamil Nadu
static_image,2024-12-29 19:00:24.735536,783,94,77,Gujarat
static_image,2024-12-29 19:00:24.735850,648,80,42,Bihar
static_image,2024-12-29 19:00:24.737790,935,78,12,Sikkim
static_image,2024-12-29 19:00:24.737878,808,39,74,Karnataka
static_image,2024-12-29 19:00:24.740856,738,170,69,Uttar Pradesh
carousel,2024-12-29 19:00:24.743375,1396,10,72,Uttar Pradesh
reel,2024-12-29 20:20:24.719854,2696,289,290,Karnataka
reel,2024-12-29 20:50:24.737323,1317,188,126,Nagaland
carousel,2024-12-29 20:52:24.738636,1619,96,88,Delhi
static_image,2024-12-29 20:56:24.713094,728,138,96,Gujarat
static_image,2024-12-29 22:44:24.743757,625,76,26,Gujarat
reel,2024-12-29 23:18:24.697759,1055,86,59,Punjab
static_image,2024-12-30 02:42:24.740768,369,54,20,Uttar Pradesh
reel,2024-12-30 02:57:24.724528,1286,71,113,Karnataka
reel,2024-12-30 04:40:24.706682,1484,195,82,Kerala
static_image,2024-12-30 05:30:24.715775,657,72,41,Tamil Nadu
static_image,2024-12-30 05:42:24.727638,623,52,24,Jammu and Kashmir
static_image,2024-12-30 05:54:24.694794,631,40,21,Haryana
reel,2024-12-30 06:35:24.692881,1394,161,130,West Bengal
reel,2024-12-30 06:38:24.715175,927,81,49,Tamil Nadu
static_image,2024-12-30 07:02:24.722820,863,49,35,West Bengal
reel,2024-12-30 08:11:24.732178,1112,137,102,West Bengal
static_image,2024-12-30 08:21:24.730445,852,43,29,West Bengal
carousel,2024-12-30 09:39:24.690115,1213,144,89,Gujarat
static_image,2024-12-30 10:20:24.729862,1216,162,76,Maharashtra
static_image,2024-12-30 10:38:24.723847,919,28,57,West Bengal
static_image,2024-12-30 11:00:24.693449,1280,89,54,Telangana
carousel,2024-12-30 11:00:24.701590,527,165,58,West Bengal
reel,2024-12-30 11:00:24.705331,1822,151,179,Punjab
static_image,2024-12-30 11:00:24.709923,639,45,42,Nagaland
static_image,2024-12-30 11:00:24.711011,460,48,40,Rajasthan
carousel,2024-12-30 11:00:24.712164,983,129,41,Telangana
static_image,2024-12-30 11:00:24.713488,1065,107,61,Telangana
static_image,2024-12-30 11:00:24.715999,1188,172,48,Karnataka
reel,2024-12-30 11:00:24.726107,2303,113,194,Andhra Pradesh
carousel,2024-12-30 11:00:24.733848,999,113,58,Jharkhand
carousel,2024-12-30 11:00:24.740086,1359,141,79,Maharashtra
carousel,2024-12-30 11:00:24.741465,1573,134,69,Tamil Nadu
static_image,2024-12-30 12:00:24.689517,1364,100,61,Kerala
reel,2024-12-30 12:00:24.689739,1383,143,152,West Bengal
reel,2024-12-30 12:00:24.693162,2323,247,190,Gujarat
static_image,2024-12-30 12:00:24.705199,1322,88,28,Telangana
reel,2024-12-30 12:00:24.709518,1175,85,113,Maharashtra
carousel,2024-12-30 12:00:24.711984,504,75,37,Nagaland
carousel,2024-12-30 12:00:24.712851,1306,191,31,Karnataka
carousel,2024-12-30 12:00:24.713443,371,47,49,Sikkim
reel,2024-12-30 12:00:24.714116,1220,227,30,Telangana
carousel,2024-12-30 12:00:24.719083,1253,110,50,Rajasthan
carousel,2024-12-30 12:00:24.723282,627,112,18,Tamil Nadu
static_image,2024-12-30 12:00:24.724870,928,82,24,Manipur
static_image,2024-12-30 12:00:24.741684,897,73,35,Delhi
carousel,2024-12-30 14:44:24.712186,1228,72,43,Tamil Nadu
reel,2024-12-30 15:15:24.686932,1638,223,200,Uttar Pradesh
static_image,2024-12-30 15:15:24.688721,935,150,43,Telangana
static_image,2024-12-30 15:15:24.690514,882,20,47,Tamil Nadu
static_image,2024-12-30 15:15:24.690625,892,168,63,Gujarat
static_image,2024-12-30 15:15:24.692793,892,126,76,Karnataka
static_image,2024-12-30 15:15:24.696274,1247,115,69,Delhi
static_image,2024-12-30 15:15:24.697737,682,95,40,Bihar
reel,2024-12-30 15:15:24.698562,2385,255,173,Delhi
carousel,2024-12-30 15:15:24.702080,839,97,44,Manipur
static_image,2024-12-30 15:15:24.704911,1158,135,41,Tamil Nadu
static_image,2024-12-30 15:15:24.706218,631,15,30,Madhya Pradesh
static_image,2024-12-30 15:15:24.709813,1158,127,101,Telangana
static_image,2024-12-30 15:15:24.714228,1124,106,39,West Bengal
carousel,2024-12-30 15:15:24.729524,871,145,24,Tripura
reel,2024-12-30 17:52:24.720441,1711,82,139,Tamil Nadu
static_image,2024-12-30 18:12:24.689428,965,89,47,Andhra Pradesh
reel,2024-12-30 18:40:24.699592,1322,203,105,Kerala
static_image,2024-12-30 18:46:24.698025,776,82,12,Gujarat
static_image,2024-12-30 18:52:24.718942,604,72,34,Kerala
carousel,2024-12-30 19:14:24.741010,796,35,63,Haryana
carousel,2024-12-30 19:30:24.689181,1733,146,73,Delhi
reel,2024-12-30 19:30:24.699724,1814,79,155,Rajasthan
carousel,2024-12-30 19:30:24.702216,1309,65,97,Kerala
static_image,2024-12-30 19:30:24.703532,578,41,15,Maharashtra
static_image,2024-12-30 19:30:24.704978,1158,32,30,Tamil Nadu
reel,2024-12-30 19:30:24.707587,1904,253,205,Telangana
carousel,2024-12-30 19:30:24.717867,1195,118,12,Assam
static_image,2024-12-30 19:30:24.718075,784,81,63,Haryana
carousel,2024-12-30 19:30:24.721796,1504,73,92,Maharashtra
reel,2024-12-30 19:30:24.730971,2017,186,145,Kerala
carousel,2024-12-30 19:30:24.735601,1449,128,66,Maharashtra
reel,2024-12-30 19:30:24.736095,1679,177,89,Telangana
reel,2024-12-30 19:30:24.738669,1427,180,130,Uttar Pradesh
carousel,2024-12-30 19:30:24.738780,991,128,105,Maharashtra
carousel,2024-12-31 00:08:24.698070,727,86,60,Andhra Pradesh
carousel,2024-12-31 00:14:24.743822,718,87,55,Rajasthan
static_image,2024-12-31 04:42:24.716709,565,24,30,Uttar Pradesh
static_image,2024-12-31 05:22:24.718045,675,44,37,Uttar Pradesh
static_image,2024-12-31 06:04:24.743049,533,52,38,Chhattisgarh
reel,2024-12-31 06:15:24.729337,1498,102,121,Tamil Nadu
reel,2024-12-31 06:27:24.705067,1213,104,26,Tamil Nadu
reel,2024-12-31 06:28:24.718097,841,119,95,Punjab
carousel,2024-12-31 07:00:24.686276,1074,81,42,Gujarat
carousel,2024-12-31 07:00:24.687963,543,61,20,Bihar
carousel,2024-12-31 07:00:24.690448,1151,113,49,Delhi
reel,2024-12-31 07:00:24.701764,1704,93,149,Delhi
reel,2024-12-31 07:00:24.722365,1521,221,102,Punjab
static_image,2024-12-31 07:00:24.727707,637,71,28,Tamil Nadu
static_image,2024-12-31 07:00:24.728102,598,58,18,Karnataka
carousel,2024-12-31 07:00:24.731148,570,95,14,Himachal Pradesh
static_image,2024-12-31 07:00:24.734347,375,58,52,Kerala
carousel,2024-12-31 08:00:24.690807,797,86,38,Telangana
reel,2024-12-31 08:00:24.692705,1845,147,118,Gujarat
carousel,2024-12-31 08:00:24.696122,460,28,23,Uttar Pradesh
reel,2024-12-31 08:00:24.696788,1995,199,149,Karnataka
static_image,2024-12-31 08:00:24.705485,613,50,39,Maharashtra
carousel,2024-12-31 08:00:24.709342,364,46,25,Bihar
static_image,2024-12-31 08:00:24.711055,661,68,24,Haryana
carousel,2024-12-31 08:00:24.712914,1185,149,56,Gujarat
static_image,2024-12-31 08:00:24.716242,654,88,43,Madhya Pradesh
reel,2024-12-31 08:00:24.717203,1012,94,108,Telangana
carousel,2024-12-31 08:00:24.718758,992,82,46,Gujarat
static_image,2024-12-31 08:00:24.724839,410,71,49,Rajasthan
reel,2024-12-31 08:00:24.726954,1028,97,80,Rajasthan
reel,2024-12-31 08:00:24.730264,1358,194,79,Delhi
static_image,2024-12-31 08:00:24.734632,518,58,23,Madhya Pradesh
static_image,2024-12-31 08:00:24.740988,860,102,44,Telangana
static_image,2024-12-31 08:46:24.706704,336,31,17,West Bengal
static_image,2024-12-31 09:00:24.686043,484,44,31,Haryana
static_image,2024-12-31 09:00:24.691952,809,64,46,Punjab
reel,2024-12-31 09:00:24.692018,1003,124,116,Uttar Pradesh
reel,2024-12-31 09:00:24.692535,1208,87,112,Bihar
carousel,2024-12-31 09:00:24.695163,486,52,36,Meghalaya
reel,2024-12-31 09:00:24.695645,757,136,71,Sikkim
reel,2024-12-31 09:00:24.697426,1526,142,70,Karnataka
static_image,2024-12-31 09:00:24.698921,897,85,28,Jammu and Kashmir
reel,2024-12-31 09:00:24.703080,1536,145,121,Kerala
static_image,2024-12-31 09:00:24.707896,711,72,30,Gujarat
static_image,2024-12-31 09:00:24.708427,875,121,90,Punjab
static_image,2024-12-31 09:00:24.725466,1168,91,72,Delhi
reel,2024-12-31 09:00:24.729886,1301,245,107,Madhya Pradesh
reel,2024-12-31 09:00:24.739588,1076,139,116,Chhattisgarh
reel,2024-12-31 10:00:24.690093,2038,192,170,Punjab
static_image,2024-12-31 10:00:24.695110,763,50,47,Jharkhand
carousel,2024-12-31 10:00:24.695667,561,51,37,Haryana
reel,2024-12-31 10:00:24.702553,2074,178,122,Telangana
carousel,2024-12-31 10:00:24.703906,579,92,28,Madhya Pradesh
static_image,2024-12-31 10:00:24.705177,829,46,37,West Bengal
carousel,2024-12-31 10:00:24.706415,650,111,45,Karnataka
static_image,2024-12-31 10:00:24.710841,1007,110,55,Gujarat
reel,2024-12-31 10:00:24.722499,1734,212,141,Haryana
static_image,2024-12-31 10:00:24.725003,831,42,52,Goa
static_image,2024-12-31 10:00:24.726844,731,68,24,Telangana
reel,2024-12-31 10:00:24.728832,1246,264,145,Karnataka
static_image,2024-12-31 11:01:24.716463,834,93,40,Gujarat
static_image,2024-12-31 11:30:24.686907,1434,171,65,Tamil Nadu
static_image,2024-12-31 11:30:24.688136,433,62,35,Nagaland
carousel,2024-12-31 11:30:24.695281,477,121,48,Telangana
static_image,2024-12-31 11:30:24.700370,505,28,36,Odisha
reel,2024-12-31 11:30:24.707025,2159,172,233,Karnataka
static_image,2024-12-31 11:30:24.713601,922,139,27,Delhi
carousel,2024-12-31 11:30:24.715130,1487,142,85,Maharashtra
carousel,2024-12-31 11:30:24.716510,651,117,26,Kerala
static_image,2024-12-31 11:30:24.727244,911,131,51,Karnataka
static_image,2024-12-31 11:30:24.727376,830,112,66,Tamil Nadu
static_image,2024-12-31 11:30:24.737456,979,84,32,Uttar Pradesh
carousel,2024-12-31 11:30:24.740350,955,142,43,Andhra Pradesh
reel,2024-12-31 11:30:24.741839,650,147,121,Delhi
reel,2024-12-31 12:41:24.727089,1519,286,130,Gujarat
static_image,2024-12-31 12:57:24.741421,1203,64,39,Maharashtra
static_image,2024-12-31 13:30:24.694538,501,49,2,West Bengal
static_image,2024-12-31 13:30:24.696521,278,53,28,Nagaland
reel,2024-12-31 13:30:24.697559,1364,129,130,Uttar Pradesh
reel,2024-12-31 13:30:24.723068,1347,180,102,Delhi
carousel,2024-12-31 13:30:24.723759,795,103,45,Andhra Pradesh
reel,2024-12-31 13:30:24.723781,1497,103,90,Tamil Nadu
static_image,2024-12-31 13:30:24.723993,429,57,24,Uttarakhand
static_image,2024-12-31 13:30:24.728876,977,61,34,Telangana
carousel,2024-12-31 13:30:24.741795,645,126,49,Delhi
reel,2024-12-31 14:11:24.720253,1681,157,145,Haryana
reel,2024-12-31 14:19:24.705243,1241,165,154,Jharkhand
carousel,2024-12-31 14:29:24.731347,1011,64,26,Andhra Pradesh
reel,2024-12-31 15:31:24.713646,2411,59,149,Tamil Nadu
static_image,2024-12-31 18:47:24.694141,572,54,46,Telangana
carousel,2024-12-31 20:11:24.705574,1237,188,72,Maharashtra
reel,2024-12-31 20:11:24.743486,1881,123,124,Tamil Nadu
reel,2024-12-31 20:22:24.696764,2062,271,95,Uttar Pradesh
reel,2024-12-31 20:37:24.716819,1792,172,53,Karnataka
reel,2024-12-31 21:06:24.702393,1608,193,116,Uttar Pradesh
reel,2024-12-31 22:46:24.733693,1591,135,90,Maharashtra
carousel,2025-01-01 00:09:24.730949,843,53,33,Haryana
carousel,2025-01-01 00:31:24.725444,859,107,19,West Bengal
reel,2025-01-01 02:27:24.719150,887,97,105,Haryana
reel,2025-01-01 03:03:24.735894,962,88,77,West Bengal
reel,2025-01-01 05:20:24.719590,1373,129,85,Maharashtra
static_image,2025-01-01 05:27:24.727484,547,41,26,Andhra Pradesh
static_image,2025-01-01 06:07:24.713624,749,43,22,Karnataka
carousel,2025-01-01 07:48:24.742133,815,69,20,Uttar Pradesh
reel,2025-01-01 08:01:24.742252,825,158,99,Meghalaya
reel,2025-01-01 08:04:24.715086,2029,224,94,Delhi
static_image,2025-01-01 08:37:24.727506,712,89,73,Haryana
carousel,2025-01-01 10:16:24.731811,957,106,53,West Bengal
static_image,2025-01-01 11:00:24.686166,678,71,50,Punjab
static_image,2025-01-01 11:00:24.689873,777,85,28,Haryana
static_image,2025-01-01 11:00:24.690470,1475,39,61,Telangana
static_image,2025-01-01 11:00:24.694472,1009,117,108,Kerala
static_image,2025-01-01 11:00:24.695733,1002,103,51,Karnataka
carousel,2025-01-01 11:00:24.696250,1056,137,58,Delhi
reel,2025-01-01 11:00:24.698183,1967,158,179,Telangana
static_image,2025-01-01 11:00:24.700737,1357,178,86,Karnataka
carousel,2025-01-01 11:00:24.703234,1997,170,37,Maharashtra
static_image,2025-01-01 11:00:24.706305,541,48,47,Haryana
static_image,2025-01-01 11:00:24.709496,1029,106,69,Gujarat
carousel,2025-01-01 11:00:24.720539,1170,139,95,Uttar Pradesh
reel,2025-01-01 11:00:24.723639,1523,171,170,Delhi
carousel,2025-01-01 11:00:24.726129,690,66,38,Bihar
reel,2025-01-01 11:00:24.727310,2059,177,142,Gujarat
static_image,2025-01-01 11:00:24.730828,1445,94,67,Delhi
carousel,2025-01-01 11:00:24.734303,1508,127,55,Telangana
carousel,2025-01-01 11:00:24.735381,1232,105,97,Haryana
reel,2025-01-01 11:00:24.740592,1361,235,183,Delhi
reel,2025-01-01 11:00:24.742542,2048,95,68,Karnataka
static_image,2025-01-01 12:32:24.693184,1020,90,88,Rajasthan
carousel,2025-01-01 15:43:24.686375,862,258,76,Gujarat
carousel,2025-01-01 15:49:24.728410,689,130,60,Delhi
carousel,2025-01-01 16:30:24.691591,668,134,19,Kerala
reel,2025-01-01 16:30:24.692771,1362,125,69,Nagaland
static_image,2025-01-01 16:30:24.696375,749,64,37,Tamil Nadu
static_image,2025-01-01 16:30:24.696571,801,49,56,Telangana
static_image,2025-01-01 16:30:24.701090,720,92,11,Tamil Nadu
reel,2025-01-01 16:30:24.707083,1975,219,135,Delhi
static_image,2025-01-01 16:30:24.716885,635,73,54,Punjab
carousel,2025-01-01 16:30:24.717128,1574,81,76,Delhi
reel,2025-01-01 16:30:24.719199,1995,159,161,Uttar Pradesh
static_image,2025-01-01 16:30:24.722798,675,55,35,Meghalaya
carousel,2025-01-01 16:30:24.725267,1025,57,74,Tamil Nadu
static_image,2025-01-01 16:30:24.725668,677,55,53,Delhi
static_image,2025-01-01 16:30:24.728125,492,50,25,Manipur
carousel,2025-01-01 16:30:24.732037,906,68,59,Manipur
reel,2025-01-01 16:30:24.737257,1582,118,169,Telangana
static_image,2025-01-01 16:30:24.738592,542,76,22,Haryana
reel,2025-01-01 16:30:24.740702,1287,205,107,Maharashtra
carousel,2025-01-01 16:45:24.711843,629,40,29,Rajasthan
reel,2025-01-01 17:12:24.732200,1133,142,140,Telangana
carousel,2025-01-01 17:30:24.689248,872,72,40,Uttar Pradesh
static_image,2025-01-01 17:30:24.693096,404,49,31,Chhattisgarh
carousel,2025-01-01 17:30:24.695813,1103,72,46,Rajasthan
carousel,2025-01-01 17:30:24.701135,704,91,69,Rajasthan
carousel,2025-01-01 17:30:24.701259,795,107,16,Uttarakhand
static_image,2025-01-01 17:30:24.701742,986,56,44,Haryana
static_image,2025-01-01 17:30:24.702058,548,50,24,Jharkhand
static_image,2025-01-01 17:30:24.706437,575,55,35,Manipur
static_image,2025-01-01 17:30:24.711447,597,68,47,Haryana
carousel,2025-01-01 17:30:24.716907,1194,106,55,Haryana
carousel,2025-01-01 17:30:24.720275,855,90,5,Tamil Nadu
reel,2025-01-01 17:30:24.721597,1608,144,122,Rajasthan
static_image,2025-01-01 17:30:24.725777,561,55,23,Madhya Pradesh
static_image,2025-01-01 17:30:24.728986,619,42,30,Gujarat
reel,2025-01-01 17:30:24.731413,1521,118,90,Uttar Pradesh
reel,2025-01-01 17:30:24.734116,2186,203,99,Gujarat
reel,2025-01-01 17:30:24.738614,1743,181,44,West Bengal
static_image,2025-01-01 17:30:24.741288,346,37,33,Rajasthan
static_image,2025-01-01 18:16:24.720516,1037,68,55,Maharashtra
static_image,2025-01-01 20:00:24.726449,1702,171,96,Maharashtra
reel,2025-01-01 20:45:24.742871,1965,165,180,West Bengal
carousel,2025-01-01 20:54:24.718300,877,103,54,Kerala
carousel,2025-01-01 21:56:24.711233,944,68,56,West Bengal
static_image,2025-01-01 23:07:24.688608,481,39,24,Bihar
carousel,2025-01-01 23:56:24.708084,490,106,27,Haryana
